PeakID (cmd=annotatePeaks.pl results/tmp/normalized_peaks/BCOR_LY1_hg18.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_peak_830	chr9	130589108	130589450	+	.	NA	promoter-TSS (NM_018201)	NA	-28	NM_001286772	54662		NM_018201	ENSG00000107021	TBC1D13	-	TBC1 domain family member 13	protein-coding
BCOR_peak_9425	chr19	54836915	54837275	+	.	NA	promoter-TSS (NM_021228)	NA	-183	NM_021228	58506		NM_021228	ENSG00000126461	SCAF1	SRA1	SR-related CTD associated factor 1	protein-coding
BCOR_peak_7759	chr2	37753324	37753603	+	.	NA	promoter-TSS (NM_001270438)	NA	133	NM_001371569	10602		NM_006449	ENSG00000163171	CDC42EP3	BORG2|CEP3|UB1	CDC42 effector protein 3	protein-coding
BCOR_peak_4535	chr5	139991860	139992817	+	.	NA	exon (NM_001174105, exon 3 of 3)	NA	606	NM_000591	929		NM_000591	ENSG00000170458	CD14	-	CD14 molecule	protein-coding
BCOR_peak_16776	chr1	92318729	92318886	+	.	NA	exon (NM_001376131, exon 1 of 18)	NA	317	NM_001376131	284697		NM_015237	ENSG00000189195	BTBD8	KIAA1107	BTB domain containing 8	protein-coding
BCOR_peak_4858	chr4	38439647	38439928	+	.	NA	Intergenic	NA	21219	NM_001017388	81793		NM_030956	ENSG00000174123	TLR10	CD290	toll like receptor 10	protein-coding
BCOR_peak_8702	chr2	231625848	231626119	+	.	NA	Intergenic	NA	-3839	NR_034059	5707		NM_002807	ENSG00000173692	PSMD1	P112|Rpn2|S1	proteasome 26S subunit, non-ATPase 1	protein-coding
BCOR_peak_17320	chr1	204925673	204926156	+	.	NA	intron (NM_032960, intron 1 of 9)	NA	1041	NM_004759	9261		NM_004759	ENSG00000162889	MAPKAPK2	MAPKAP-K2|MK-2|MK2	MAPK activated protein kinase 2	protein-coding
BCOR_peak_12222	chr14	23873609	23873749	+	.	NA	exon (NM_139247, exon 2 of 26)	NA	438	NM_001198568	196883		NM_139247	ENSG00000129467	ADCY4	AC4	adenylate cyclase 4	protein-coding
BCOR_peak_4830	chr4	8368479	8368620	+	.	NA	Intergenic	NA	-4254	NR_149126	105374374		NR_149125	ENSG00000249145	LINC02517	-	long intergenic non-protein coding RNA 2517	ncRNA
BCOR_peak_14688	chr11	62356361	62356466	+	.	NA	promoter-TSS (NM_001330294)	NA	131	NR_135084	105369332		NR_135084	ENSG00000256690	STX5-DT	-	STX5 divergent transcript	ncRNA
BCOR_peak_846	chr9	131412639	131412825	+	.	NA	intron (NM_001286796, intron 1 of 3)	NA	1748	NM_001286796	28989		NM_014064	ENSG00000148335	NTMT1	AD-003|C9orf32|HOMT1A|METTL11A|NRMT|NRMT1|NTM1A	N-terminal Xaa-Pro-Lys N-methyltransferase 1	protein-coding
BCOR_peak_15955	chr10	120957732	120957948	+	.	NA	intron (NM_005308, intron 1 of 15)	NA	767	NM_005308	2869		NM_005308	ENSG00000198873	GRK5	FP2025|GPRK5	G protein-coupled receptor kinase 5	protein-coding
BCOR_peak_3863	chr6	166586820	166587018	+	.	NA	intron (NR_125862, intron 2 of 4)	NA	16472	NR_125862	101929297		NR_125862	ENSG00000233365	LOC101929297	-	uncharacterized LOC101929297	ncRNA
BCOR_peak_2670	chr7	138675738	138675944	+	.	NA	promoter-TSS (NM_001244584)	NA	105	NR_073060	154791		NM_197964	ENSG00000164898	FMC1	C7orf55|HSPC268	formation of mitochondrial complex V assembly factor 1 homolog	protein-coding
BCOR_peak_11267	chr16	66121497	66121775	+	.	NA	intron (NM_001193523, intron 1 of 21)	NA	843	NM_001193523	79567		NM_024519	ENSG00000039523	RIPOR1	FAM65A	RHO family interacting cell polarization regulator 1	protein-coding
BCOR_peak_16439	chr1	33588208	33588829	+	.	NA	promoter-TSS (NM_004427)	NA	-22	NR_125978	101929464		NR_125978	ENSG00000233246	PHC2-AS1	-	PHC2 antisense RNA 1	ncRNA
BCOR_peak_3767	chr6	151814747	151815814	+	.	NA	promoter-TSS (NM_024573)	NA	-14	NM_024573	79624		NM_024573	ENSG00000146476	ARMT1	C6orf211	acidic residue methyltransferase 1	protein-coding
BCOR_peak_13088	chr13	97426887	97427071	+	.	NA	exon (NM_002271, exon 4 of 29)	NA	23049	NM_002271	3843		NM_002271	ENSG00000065150	IPO5	IMB3|KPNB3|Pse1|RANBP5|imp5	importin 5	protein-coding
BCOR_peak_656	chr9	102154467	102155272	+	.	NA	promoter-TSS (NM_001161584)	NA	176	NM_017746	54881		NM_017746	ENSG00000136891	TEX10	Ipi1|bA208F1.2	testis expressed 10	protein-coding
BCOR_peak_11879	chr15	66308386	66309116	+	.	NA	intron (NM_017882, intron 1 of 6)	NA	369	NM_017882	54982		NM_017882	ENSG00000128973	CLN6	CLN4A|CLN6A|HsT18960|nclf	CLN6 transmembrane ER protein	protein-coding
BCOR_peak_12259	chr14	49156630	49157076	+	.	NA	promoter-TSS (NM_002408)	NA	241	NM_001001	6166		NM_001001	ENSG00000165502	RPL36AL	RPL36A|RPL36AP42|RPL36A_18_1363	ribosomal protein L36a like	protein-coding
BCOR_peak_13603	chr12	47678186	47678384	+	.	NA	promoter-TSS (NR_147178)	NA	-112	NR_147179	105369758		NR_147178	ENSG00000257913	DDN-AS1	CAT1507	DDN and PRKAG1 antisense RNA 1	ncRNA
BCOR_peak_2399	chr7	100593027	100593232	+	.	NA	exon (NM_003378, exon 2 of 2)	NA	2441	NM_003378	7425		NM_003378	ENSG00000128564	VGF	SCG7|SgVII	VGF nerve growth factor inducible	protein-coding
BCOR_peak_8286	chr2	130844656	130844882	+	.	NA	exon (NM_014369, exon 10 of 15)	NA	14670	NM_001142370	26469		NM_014369	ENSG00000072135	PTPN18	BDP1|PTP-HSCF	protein tyrosine phosphatase non-receptor type 18	protein-coding
BCOR_peak_3724	chr6	146326491	146326808	+	.	NA	5' UTR (NM_001042683, exon 1 of 30)	NA	277	NM_173082	257218		NM_173082	ENSG00000146414	SHPRH	RAD5|bA545I5.2	SNF2 histone linker PHD RING helicase	protein-coding
BCOR_peak_2068	chr7	44129427	44129603	+	.	NA	5' UTR (NM_001256879, exon 1 of 12)	NA	117	NM_001256879	5425		NM_006230	ENSG00000106628	POLD2	-	DNA polymerase delta 2, accessory subunit	protein-coding
BCOR_peak_2226	chr7	75106642	75106927	+	.	NA	promoter-TSS (NM_001382444)	NA	-288	NM_001382444	3092		NM_005338	ENSG00000127946	HIP1	HIP-I|ILWEQ|SHON|SHONbeta|SHONgamma	huntingtin interacting protein 1	protein-coding
BCOR_peak_6281	chr3	187817590	187817796	+	.	NA	exon (NM_001354573, exon 4 of 6)	NA	4150	NM_001354573	197		NM_001622	ENSG00000145192	AHSG	A2HS|AHS|APMR1|FETUA|HSGA	alpha 2-HS glycoprotein	protein-coding
BCOR_peak_584	chr9	95761042	95761714	+	.	NA	Intergenic	NA	3441	NR_144455	101928040		NR_144455	ENSG00000235601	BARX1-DT	BARX1-AS1	BARX1 divergent transcript	ncRNA
BCOR_peak_14201	chr11	225942	226334	+	.	NA	promoter-TSS (NM_175932)	NA	204	NR_163395	23410		NM_012239	ENSG00000142082	SIRT3	SIR2L3	sirtuin 3	protein-coding
BCOR_peak_1989	chr7	29994616	29995981	+	.	NA	intron (NM_001145514, intron 1 of 7)	NA	644	NM_001145515	9805		NM_014766	ENSG00000136193	SCRN1	SES1	secernin 1	protein-coding
BCOR_peak_3201	chr6	34312003	34313025	+	.	NA	promoter-TSS (NM_001319080)	NA	-114	NM_145899	3159		NM_002131	ENSG00000137309	HMGA1	HMG-R|HMGA1A|HMGIY	high mobility group AT-hook 1	protein-coding
BCOR_peak_7341	chr20	45789673	45789929	+	.	NA	intron (NM_198596, intron 3 of 20)	NA	58414	NM_018837	55959		NM_018837	ENSG00000196562	SULF2	HSULF-2	sulfatase 2	protein-coding
BCOR_peak_3151	chr6	27214960	27215171	+	.	NA	promoter-TSS (NM_003495)	NA	25	NM_003495	8294		NM_003495	ENSG00000276180	H4C9	H4-16|H4/m|H4C1|H4C11|H4C12|H4C13|H4C14|H4C15|H4C16|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4FM|H4M|HIST1H4I|TEBIVANED4|TEVANED4	H4 clustered histone 9	protein-coding
BCOR_peak_13978	chr12	115631123	115631496	+	.	NA	Intergenic	NA	28948	NM_001353625	79794		NM_024738	ENSG00000111412	SPRING1	C12orf49|LUR1|POST1|SPRING	SREBF pathway regulator in golgi 1	protein-coding
BCOR_peak_11171	chr16	45281068	45281564	+	.	NA	promoter-TSS (NM_018206)	NA	244	NM_014321	23594		NM_014321	ENSG00000091651	ORC6	ORC6L	origin recognition complex subunit 6	protein-coding
BCOR_peak_7271	chr20	33667176	33667610	+	.	NA	exon (NM_003116, exon 1 of 12)	NA	173	NM_001317931	6676		NM_003116	ENSG00000061656	SPAG4	CT127|SUN4	sperm associated antigen 4	protein-coding
BCOR_peak_8518	chr2	196132683	196132863	+	.	NA	Intergenic	NA	-97154	NM_001127257	57181		NM_020342	ENSG00000196950	SLC39A10	LZT-Hs2|ZIP10	solute carrier family 39 member 10	protein-coding
BCOR_peak_14003	chr12	119009125	119009833	+	.	NA	intron (NM_001367886, intron 8 of 9)	NA	29461	NM_006861	11021		NM_006861	ENSG00000111737	RAB35	H-ray|RAB1C|RAY	RAB35, member RAS oncogene family	protein-coding
BCOR_peak_6816	chr22	48965229	48965485	+	.	NA	Intergenic	NA	-1112	NM_025204	80305		NM_025204	ENSG00000170638	TRABD	LP6054|PP2447	TraB domain containing	protein-coding
BCOR_peak_12192	chr14	22410551	22411211	+	.	NA	promoter-TSS (NM_014045)	NA	92	NM_014045	26020		NM_014045	ENSG00000197324	LRP10	LRP-10|LRP9|MST087|MSTP087	LDL receptor related protein 10	protein-coding
BCOR_peak_3135	chr6	26342870	26343191	+	.	NA	exon (NM_005320, exon 1 of 1)	NA	164	NM_005320	3007		NM_005320	ENSG00000124575	H1-3	H1.3|H1D|H1F3|H1s-2|HIST1H1D	H1.3 linker histone, cluster member	protein-coding
BCOR_peak_8740	chr2	233449214	233449390	+	.	NA	exon (NM_001346121, exon 3 of 3)	NA	516	NR_144372	389084		NM_206895	ENSG00000182600	SNORC	ASCL830|C2orf82|UNQ830	secondary ossification center associated regulator of chondrocyte maturation	protein-coding
BCOR_peak_1933	chr7	25901557	25901820	+	.	NA	Intergenic	NA	54443	NR_029597	406940		NR_029597	ENSG00000199085	MIR148A	MIRN148|MIRN148A|hsa-mir-148|mir-148a	microRNA 148a	ncRNA
BCOR_peak_16583	chr1	45822355	45822662	+	.	NA	intron (NM_152298, intron 1 of 13)	NA	208	NM_152298	4678		NM_002482	ENSG00000132780	NASP	FLB7527|HMDRA1|PRO1999	nuclear autoantigenic sperm protein	protein-coding
BCOR_peak_16445	chr1	35431191	35431373	+	.	NA	promoter-TSS (NR_136703)	NA	51	NR_136703	6421		NM_005066	ENSG00000116560	SFPQ	POMP100|PPP1R140|PSF	splicing factor proline and glutamine rich	protein-coding
BCOR_peak_8811	chr2	241155989	241156218	+	.	NA	promoter-TSS (NM_018226)	NA	-471	NM_018226	57140		NM_018226	ENSG00000142327	RNPEPL1	-	arginyl aminopeptidase like 1	protein-coding
BCOR_peak_14787	chr11	64654864	64655019	+	.	NA	promoter-TSS (NR_106809)	NA	-915	NR_106809	102465449		NR_106809	ENSG00000284489	MIR6751	hsa-mir-6751	microRNA 6751	ncRNA
BCOR_peak_6418	chr3	197120597	197120858	+	.	NA	promoter-TSS (NM_001382273)	NA	-908	NM_005781	10188		NM_005781	ENSG00000061938	TNK2	ACK|ACK-1|ACK1|p21cdc42Hs	tyrosine kinase non receptor 2	protein-coding
BCOR_peak_16303	chr1	26891556	26891816	+	.	NA	non-coding (NR_135804, exon 1 of 1)	NA	1523	NR_135804	101928728		NR_135804	ENSG00000260063	LOC101928728	-	uncharacterized LOC101928728	ncRNA
BCOR_peak_16291	chr1	26360654	26360990	+	.	NA	exon (NM_024869, exon 2 of 2)	NA	2665	NM_024869	79927		NM_024869	ENSG00000197245	FAM110D	GRRP1	family with sequence similarity 110 member D	protein-coding
BCOR_peak_7893	chr2	60662317	60662730	+	.	NA	Intergenic	NA	-28230	NM_022893	53335		NM_018014	ENSG00000119866	BCL11A	CTIP1|DILOS|EVI9|HBFQTL5|SMARCM1|ZNF856	BCL11 transcription factor A	protein-coding
BCOR_peak_11726	chr15	48766472	48766658	+	.	NA	promoter-TSS (NM_001301212)	NA	-279	NR_149152	54822		NM_017672	ENSG00000092439	TRPM7	ALSPDC|CHAK|CHAK1|LTRPC7|LTrpC-7|TRP-PLIK	transient receptor potential cation channel subfamily M member 7	protein-coding
BCOR_peak_14833	chr11	65163764	65163938	+	.	NA	promoter-TSS (NM_153253)	NA	-317	NM_153253	6494		NM_006747	ENSG00000213445	SIPA1	SPA1	signal-induced proliferation-associated 1	protein-coding
BCOR_peak_15827	chr10	102123687	102123831	+	.	NA	non-coding (NR_026762, exon 1 of 3)	NA	436	NR_026762	90271		NR_026762	ENSG00000235823	OLMALINC	C10orf75|HI-LNC80|LINC00263|NCRNA00263|OLMALINCAS	oligodendrocyte maturation-associated long intergenic non-coding RNA	ncRNA
BCOR_peak_313	chr9	6879922	6880199	+	.	NA	intron (NR_148679, intron 7 of 22)	NA	132087	NR_148679	23081		NM_015061	ENSG00000107077	KDM4C	GASC1|JHDM3C|JMJD2C|TDRD14C	lysine demethylase 4C	protein-coding
BCOR_peak_3554	chr6	108561673	108561968	+	.	NA	intron (NR_145458, intron 1 of 1)	NA	10290	NR_145458	100287366		NR_145458	ENSG00000225174	OSTM1-AS1	-	OSTM1 antisense RNA 1	ncRNA
BCOR_peak_10119	chr17	18102551	18102698	+	.	NA	5' UTR (NM_001256264, exon 1 of 30)	NA	153	NM_002018	2314		NM_002018	ENSG00000177731	FLII	CMD2J|FLI|FLIL|Fli1	FLII actin remodeling protein	protein-coding
BCOR_peak_16852	chr1	110428547	110428671	+	.	NA	intron (NR_126382, intron 1 of 3)	NA	1776	NR_126382	104355139		NR_126382	ENSG00000258673	LINC01397	-	long intergenic non-protein coding RNA 1397	ncRNA
BCOR_peak_12923	chr13	41432744	41433446	+	.	NA	promoter-TSS (NR_039974)	NA	126	NM_001009814	23078		NM_015058	ENSG00000102763	VWA8	KIAA0564|P7BP2|RP97	von Willebrand factor A domain containing 8	protein-coding
BCOR_peak_7797	chr2	43043217	43043407	+	.	NA	Intergenic	NA	76874	NR_110585	102723854		NR_110585	ENSG00000231826	LINC01819	KPRT4|LINC02590	long intergenic non-protein coding RNA 1819	ncRNA
BCOR_peak_9693	chr18	52895965	52896397	+	.	NA	Intergenic	NA	-5833	NR_048536	100885779		NR_048536	ENSG00000258609	LINC-ROR	ROR|lincRNA-RoR|lincRNA-ST8SIA3	long intergenic non-protein coding RNA, regulator of reprogramming	ncRNA
BCOR_peak_9088	chr19	13089826	13090012	+	.	NA	promoter-TSS (NM_052876)	NA	-159	NM_052876	112939		NM_052876	ENSG00000160877	NACC1	BEND8|BTBD14B|BTBD30|NAC-1|NAC1|NECFM	nucleus accumbens associated 1	protein-coding
BCOR_peak_1023	chr9	139695928	139696257	+	.	NA	intron (NM_001354612, intron 1 of 8)	NA	62814	NM_001145527	79813		NM_024757	ENSG00000181090	EHMT1	EHMT1-IT1|EUHMTASE1|Eu-HMTase1|FP13812|GLP|GLP1|KLEFS1|KMT1D	euchromatic histone lysine methyltransferase 1	protein-coding
BCOR_peak_11182	chr16	46603441	46603543	+	.	NA	Intergenic	NA	46391	NR_146502	105371238		NR_146502		LINC02134	-	long intergenic non-protein coding RNA 2134	ncRNA
BCOR_peak_2077	chr7	44613113	44613346	+	.	NA	intron (NM_002541, intron 1 of 22)	NA	478	NM_001165036	4967		NM_002541	ENSG00000105953	OGDH	AKGDH|E1k|E1o|KGD1|OGDC|OGDH-E1|OGDH2|OGDHD	oxoglutarate dehydrogenase	protein-coding
BCOR_peak_13077	chr13	94928875	94929044	+	.	NA	TTS (NR_046533)	NA	45105	NM_001160100	9071		NM_006984	ENSG00000134873	CLDN10	CPETRL3|HELIX|OSP-L|OSPL	claudin 10	protein-coding
BCOR_peak_4972	chr4	71772654	71773355	+	.	NA	promoter-TSS (NM_020368)	NA	-109	NM_020368	57050		NM_020368	ENSG00000132467	UTP3	CRL1|CRLZ1|SAS10	UTP3 small subunit processome component	protein-coding
BCOR_peak_5540	chr3	32431174	32431355	+	.	NA	intron (NM_138410, intron 1 of 4)	NA	22915	NM_181472	112616		NM_138410	ENSG00000153551	CMTM7	CKLFSF7	CKLF like MARVEL transmembrane domain containing 7	protein-coding
BCOR_peak_10710	chr17	75386661	75386856	+	.	NA	Intergenic	NA	-1287	NM_020649	57332		NM_020649	ENSG00000141570	CBX8	PC3|RC1	chromobox 8	protein-coding
BCOR_peak_16829	chr1	108309564	108310088	+	.	NA	promoter-TSS (NM_006113)	NA	-501	NM_006113	10451		NM_006113	ENSG00000134215	VAV3	-	vav guanine nucleotide exchange factor 3	protein-coding
BCOR_peak_14393	chr11	16991357	16992306	+	.	NA	intron (NM_001329630, intron 3 of 26)	NA	706	NM_001329630	144100		NM_175058	ENSG00000166689	PLEKHA7	-	pleckstrin homology domain containing A7	protein-coding
BCOR_peak_10706	chr17	74813743	74814115	+	.	NA	intron (NM_001350451, intron 2 of 13)	NA	176346	NM_001350453	146713		NM_001025448	ENSG00000167281	RBFOX3	FOX-3|FOX3|HRNBP3|NEUN	RNA binding fox-1 homolog 3	protein-coding
BCOR_peak_17418	chr1	224957646	224958144	+	.	NA	intron (NM_002221, intron 2 of 7)	NA	-28503	NR_103784	100506443		NR_103784	ENSG00000228382	ITPKB-IT1	-	ITPKB intronic transcript 1	ncRNA
BCOR_peak_5845	chr3	102926094	102926588	+	.	NA	intron (NM_024548, intron 1 of 10)	NA	193	NM_001303401	79598		NM_024548	ENSG00000182504	CEP97	2810403B08Rik|LRRIQ2	centrosomal protein 97	protein-coding
BCOR_peak_15158	chr11	95296733	95297097	+	.	NA	promoter-TSS (NM_001243571)	NA	4	NM_001243571	8898		NM_016156	ENSG00000087053	MTMR2	CMT4B|CMT4B1	myotubularin related protein 2	protein-coding
BCOR_peak_14677	chr11	62231405	62231679	+	.	NA	promoter-TSS (NM_012202)	NA	-182	NM_012202	2785		NM_012202	ENSG00000162188	GNG3	HG3D	G protein subunit gamma 3	protein-coding
BCOR_peak_7512	chr2	7488581	7489115	+	.	NA	intron (NR_038432, intron 4 of 5)	NA	10005	NR_038432	100506274		NR_038432	ENSG00000229727	LOC100506274	-	uncharacterized LOC100506274	ncRNA
BCOR_peak_17490	chr1	233871930	233872206	+	.	NA	intron (NM_001098721, intron 1 of 3)	NA	7639	NM_001098722	2786		NM_004485	ENSG00000168243	GNG4	HG3C	G protein subunit gamma 4	protein-coding
BCOR_peak_12146	chr15	97869762	97870092	+	.	NA	Intergenic	NA	-53218	NM_001352617	4205		NM_005587	ENSG00000068305	MEF2A	ADCAD1|RSRFC4|RSRFC9|mef2	myocyte enhancer factor 2A	protein-coding
BCOR_peak_16093	chr1	8861054	8861300	+	.	NA	promoter-TSS (NR_038351)	NA	155	NM_001428	2023		NM_001428	ENSG00000074800	ENO1	ENO1-IT1|ENO1L1|HEL-S-17|MPB1|NNE|PPH	enolase 1	protein-coding
BCOR_peak_5718	chr3	52004813	52005027	+	.	NA	promoter-TSS (NM_000992)	NA	31	NM_000992	6159		NM_000992	ENSG00000162244	RPL29	HIP|HUMRPL29|L29|RPL29P10|RPL29_3_370|eL29	ribosomal protein L29	protein-coding
BCOR_peak_11654	chr15	39008042	39009616	+	.	NA	promoter-TSS (NM_019074)	NA	-1	NM_019074	54567		NM_019074	ENSG00000128917	DLL4	AOS6|delta4|hdelta2	delta like canonical Notch ligand 4	protein-coding
BCOR_peak_10798	chr17	78091478	78091632	+	.	NA	intron (NM_004514, intron 1 of 8)	NA	20658	NM_004514	3607		NM_004514	ENSG00000141568	FOXK2	ILF|ILF-1|ILF1|nGTBP	forkhead box K2	protein-coding
BCOR_peak_7708	chr2	27485735	27486077	+	.	NA	promoter-TSS (NM_177983)	NA	56	NM_177983	5496		NM_177983	ENSG00000115241	PPM1G	PP2CG|PP2CGAMMA|PPP2CG	protein phosphatase, Mg2+/Mn2+ dependent 1G	protein-coding
BCOR_peak_6860	chr21	32025951	32026298	+	.	NA	5' UTR (NM_001145444, exon 1 of 19)	NA	178	NM_001145445	57466		NM_020706	ENSG00000156304	SCAF4	FZS|SFRS15|SRA4	SR-related CTD associated factor 4	protein-coding
BCOR_peak_7529	chr2	8593365	8593593	+	.	NA	Intergenic	NA	47894	NR_110257	101929567		NR_110257	ENSG00000236008	LINC01814	-	long intergenic non-protein coding RNA 1814	ncRNA
BCOR_peak_10373	chr17	40681102	40681397	+	.	NA	TTS (NM_005892)	NA	174	NR_110326	100133991		NR_024434		MAP3K14-AS1	-	MAP3K14 antisense RNA 1	ncRNA
BCOR_peak_14247	chr11	787254	787533	+	.	NA	intron (NM_001191061, intron 1 of 9)	NA	602	NM_001191060	79751		NM_024698	ENSG00000177542	SLC25A22	DEE3|EIEE3|GC-1|GC1|NET44	solute carrier family 25 member 22	protein-coding
BCOR_peak_10365	chr17	40581543	40582109	+	.	NA	5' UTR (NM_006460, exon 1 of 1)	NA	201	NM_006460	10614		NM_006460	ENSG00000186834	HEXIM1	CLP1|EDG1|HIS1|MAQ1	HEXIM P-TEFb complex subunit 1	protein-coding
BCOR_peak_16650	chr1	54727699	54727878	+	.	NA	Intergenic	NA	-58701	NM_147161	26027		NM_015547	ENSG00000162390	ACOT11	BFIT|STARD14|THEA|THEM1	acyl-CoA thioesterase 11	protein-coding
BCOR_peak_5502	chr3	18240170	18240364	+	.	NA	intron (NR_161333, intron 4 of 4)	NA	201568	NM_001195470	6304		NM_002971	ENSG00000182568	SATB1	DEFDA|DHDBV|KTZSL	SATB homeobox 1	protein-coding
BCOR_peak_13987	chr12	115955193	115955322	+	.	NA	Intergenic	NA	-45732	NR_103809	100506551		NR_103809	ENSG00000257279	LOC100506551	-	uncharacterized LOC100506551	ncRNA
BCOR_peak_6565	chr22	22996848	22997016	+	.	NA	non-coding (NR_103546, exon 1 of 20)	NA	133	NM_001254732	23384		NM_015330	ENSG00000100014	SPECC1L	CYTSA|GBBB2|OBLFC1|TBHS|TBHS1	sperm antigen with calponin homology and coiled-coil domains 1 like	protein-coding
BCOR_peak_4721	chr5	176856772	176857178	+	.	NA	intron (NM_005451, intron 1 of 12)	NA	236	NM_005451	9260		NM_005451	ENSG00000196923	PDLIM7	LMP1|LMP3	PDZ and LIM domain 7	protein-coding
BCOR_peak_12844	chr13	28190569	28191217	+	.	NA	5' UTR (NM_001135919, exon 1 of 7)	NA	214	NM_181785	283537		NM_181785	ENSG00000139508	SLC46A3	FKSG16	solute carrier family 46 member 3	protein-coding
BCOR_peak_5387	chr4	185983389	185984208	+	.	NA	intron (NM_001381878, intron 1 of 21)	NA	318	NM_001381878	2180		NM_001995	ENSG00000151726	ACSL1	ACS1|FACL1|FACL2|LACS|LACS1|LACS2	acyl-CoA synthetase long chain family member 1	protein-coding
BCOR_peak_4204	chr5	56240723	56241385	+	.	NA	promoter-TSS (NM_001323020)	NA	-126	NM_153706	133383		NM_153706	ENSG00000155542	SETD9	C5orf35	SET domain containing 9	protein-coding
BCOR_peak_14778	chr11	64565297	64565710	+	.	NA	TTS (NM_013306)	NA	245	NM_001367488	29901		NM_013299	ENSG00000168061	SAC3D1	HSU79266|SHD1	SAC3 domain containing 1	protein-coding
BCOR_peak_9736	chr18	58963947	58964727	+	.	NA	intron (NM_000633, intron 2 of 2)	NA	173645	NM_000657	596		NM_000633	ENSG00000171791	BCL2	Bcl-2|PPP1R50	BCL2 apoptosis regulator	protein-coding
BCOR_peak_10811	chr17	78424114	78424431	+	.	NA	intron (NM_005993, intron 14 of 38)	NA	-33085	NM_024702	79755		NM_024702	ENSG00000141579	ZNF750	SLDPE|ZFP750	zinc finger protein 750	protein-coding
BCOR_peak_8465	chr2	176842293	176842687	+	.	NA	promoter-TSS (NM_006554)	NA	74	NM_001319098	10651		NM_006554	ENSG00000128654	MTX2	MDPS|metaxin-2	metaxin 2	protein-coding
BCOR_peak_16686	chr1	65102415	65102752	+	.	NA	intron (NM_001320923, intron 9 of 25)	NA	102237	NM_001321855	3716		NM_002227	ENSG00000162434	JAK1	AIIDE|JAK1A|JAK1B|JTK3	Janus kinase 1	protein-coding
BCOR_peak_4809	chr4	2806718	2806987	+	.	NA	3' UTR (NM_001122681, exon 13 of 13)	NA	-8517	NM_014190	118		NM_001119	ENSG00000087274	ADD1	ADDA	adducin 1	protein-coding
BCOR_peak_1361	chr8	101294247	101295167	+	.	NA	exon (NM_172218, exon 11 of 19)	NA	54716	NM_003114	6674		NM_003114	ENSG00000104450	SPAG1	CILD28|CT140|DNAAF13|HEL-S-268|HSD-3.8|SP75|TPIS	sperm associated antigen 1	protein-coding
BCOR_peak_2357	chr7	99593943	99594359	+	.	NA	TTS (NM_024637)	NA	131	NM_018275	55262		NM_018275	ENSG00000146826	TRAPPC14	C7orf43|MAP11|MCPH25	trafficking protein particle complex subunit 14	protein-coding
BCOR_peak_10697	chr17	74230028	74230394	+	.	NA	intron (NM_001365037, intron 1 of 13)	NA	1196	NM_001365041	9267		NM_004762	ENSG00000108669	CYTH1	B2-1|CYTOHESIN-1|D17S811E|PSCD1|SEC7	cytohesin 1	protein-coding
BCOR_peak_1631	chr8	144587688	144587819	+	.	NA	Intergenic	NA	-3708	NM_201589	389692		NM_201589	ENSG00000182759	MAFA	INSDM|RIPE3b1|hMafA	MAF bZIP transcription factor A	protein-coding
BCOR_peak_13386	chr12	6679695	6679953	+	.	NA	promoter-TSS (NM_001244015)	NA	18	NM_001244015	196500		NM_153685	ENSG00000139200	PIANP	C12orf53|LEDA1|PANP|leda-1	PILR alpha associated neural protein	protein-coding
BCOR_peak_13510	chr12	26878119	26878331	+	.	NA	promoter-TSS (NM_002223)	NA	-831	NM_002223	3709		NM_002223	ENSG00000123104	ITPR2	ANHD|CFAP48|INSP3R2|IP3R2	inositol 1,4,5-trisphosphate receptor type 2	protein-coding
BCOR_peak_453	chr9	37024167	37024982	+	.	NA	promoter-TSS (NM_016734)	NA	-309	NM_001280552	5079		NM_016734	ENSG00000196092	PAX5	ALL3|BSAP|PAX-5	paired box 5	protein-coding
BCOR_peak_4154	chr5	43044429	43044773	+	.	NA	Intergenic	NA	10069	NR_034085	648987		NR_034085	ENSG00000177738	ANXA2R-OT1	-	ANXA2R overlapping transcript 1	ncRNA
BCOR_peak_13175	chr13	110126443	110127433	+	.	NA	intron (NR_147941, intron 8 of 16)	NA	29526	NM_024537	79587		NM_024537	ENSG00000134905	CARS2	COXPD27|cysRS	cysteinyl-tRNA synthetase 2, mitochondrial	protein-coding
BCOR_peak_13163	chr13	109837854	109838029	+	.	NA	intron (NM_001846, intron 4 of 47)	NA	46635	NR_107040	102465872		NR_107040	ENSG00000276765	MIR8073	hsa-mir-8073	microRNA 8073	ncRNA
BCOR_peak_13506	chr12	26239526	26239750	+	.	NA	promoter-TSS (NM_005086)	NA	102	NM_001135823	8082		NM_005086	ENSG00000123096	SSPN	DAGA5|KRAG|NSPN|SPN1|SPN2	sarcospan	protein-coding
BCOR_peak_1655	chr8	144763210	144763399	+	.	NA	promoter-TSS (NR_138144)	NA	-416	NM_023078	65263		NM_023078	ENSG00000104524	PYCR3	PYCRL	pyrroline-5-carboxylate reductase 3	protein-coding
